,snowline_area_m2,snowline_area_min_m2,snowline_area_max_m2,snowline_area_diff_mean_m2
2017-06-04,26120000,22790000,37760000,7485000.0
2017-06-16,21950000,15640000,41800000,13080000.0
2017-06-28,29880000,28080000,34650000,3285000.0
2017-07-10,30990000,29120000,34970000,2925000.0
2017-07-22,32780000,30570000,35440000,2435000.0
2017-08-03,35130000,31310000,39390000,4040000.0
2017-08-15,30280000,28190000,33120000,2465000.0
2017-08-27,28540000,24890000,41870000,8490000.0
2017-09-08,31080000,27800000,50330000,11265000.0
2017-09-20,24020000,19240000,49270000,15015000.0
2017-10-02,39070000,33840000,56400000,11280000.0
2017-10-14,6480000,1690000,32540000,15425000.0
2017-10-26,4920000,3910000,5960000,1025000.0
2017-11-07,980000,980000,980000,0.0
2017-11-19,0,0,0,0.0
2017-12-01,20000,20000,20000,0.0
2017-12-13,50000,50000,50000,0.0
2017-12-25,0,0,0,0.0
2018-01-06,0,0,0,0.0
2018-01-18,0,0,0,0.0
2018-01-30,10000,10000,10000,0.0
2018-02-11,0,0,0,0.0
2018-02-23,0,0,0,0.0
2018-03-07,0,0,0,0.0
2018-03-19,20000,20000,20000,0.0
2018-03-31,10000,10000,10000,0.0
2018-04-12,80000,80000,80000,0.0
2018-04-24,0,0,1690000,845000.0
2018-05-06,4920000,3390000,8600000,2605000.0
2018-05-18,5470000,3730000,10540000,3405000.0
2018-05-30,8380000,5520000,17090000,5785000.0
2018-06-11,24980000,20370000,36710000,8170000.0
2018-06-23,28870000,26770000,36430000,4830000.0
2018-07-05,33860000,32240000,40670000,4215000.0
2018-07-17,31850000,29910000,42970000,6530000.0
2018-07-29,36630000,33680000,39840000,3080000.0
2018-08-10,34920000,32600000,37410000,2405000.0
2018-08-22,35150000,32950000,37600000,2325000.0
2018-09-03,25280000,18380000,36110000,8865000.0
2018-09-15,31290000,23240000,47440000,12100000.0
2018-09-27,7640000,4630000,42350000,18860000.0
2018-10-09,10960000,7240000,47390000,20075000.0
2018-10-21,20310000,14670000,48840000,17085000.0
2018-11-02,4400000,3480000,30910000,13715000.0
2018-11-14,1470000,1470000,1470000,0.0
2018-11-26,390000,390000,390000,0.0
2018-12-08,520000,490000,520000,15000.0
2018-12-20,0,0,0,0.0
2019-01-01,20000,20000,20000,0.0
2019-01-13,0,0,0,0.0
2019-01-25,1660000,510000,2820000,1155000.0
2019-02-06,0,0,0,0.0
2019-02-18,0,0,0,0.0
2019-03-02,0,0,0,0.0
2019-03-14,0,0,0,0.0
2019-03-26,210000,80000,1410000,665000.0
2019-04-07,0,0,0,0.0
2019-04-19,1870000,1820000,1920000,50000.0
2019-05-01,6920000,4350000,17190000,6420000.0
2019-05-13,7570000,4600000,14870000,5135000.0
2019-05-25,14520000,8890000,29950000,10530000.0
2019-06-06,15540000,8230000,30180000,10975000.0
2019-06-18,30260000,27050000,38460000,5705000.0
2019-06-30,35640000,34170000,47350000,6590000.0
2019-07-12,34480000,30990000,38120000,3565000.0
2019-07-24,31630000,28470000,35400000,3465000.0
2019-08-05,36710000,33660000,45190000,5765000.0
2019-08-17,30680000,26530000,36470000,4970000.0
2019-08-29,23280000,18210000,56190000,18990000.0
2019-09-10,31090000,27830000,60410000,16290000.0
2019-09-22,28290000,24730000,53740000,14505000.0
2019-10-04,8350000,5220000,38660000,16720000.0
2019-10-16,4110000,3480000,25110000,10815000.0
2019-10-28,10860000,6480000,26040000,9780000.0
2019-11-09,4170000,3410000,21180000,8885000.0
2019-11-21,12890000,10200000,21040000,5420000.0
2019-12-03,90000,90000,90000,0.0
2019-12-15,0,0,0,0.0
2019-12-27,0,0,0,0.0
2020-01-08,20000,20000,20000,0.0
2020-01-20,0,0,0,0.0
2020-02-01,0,0,0,0.0
2020-02-13,0,0,0,0.0
2020-02-25,0,0,0,0.0
2020-03-08,0,0,0,0.0
2020-03-20,0,0,0,0.0
2020-04-01,0,0,0,0.0
2020-04-13,0,0,1860000,930000.0
2020-04-25,2200000,1210000,6800000,2795000.0
2020-05-07,4830000,3560000,10960000,3700000.0
2020-05-19,11130000,9180000,20650000,5735000.0
2020-05-31,18690000,14990000,29130000,7070000.0
2020-06-12,22610000,18450000,34480000,8015000.0
2020-06-24,29230000,26770000,36100000,4665000.0
2020-07-06,33160000,30740000,36460000,2860000.0
2020-07-18,32940000,30720000,37170000,3225000.0
2020-07-30,35060000,33720000,36990000,1635000.0
2020-08-11,34520000,32360000,38840000,3240000.0
2020-08-23,33040000,30540000,38590000,4025000.0
2020-09-04,25120000,19610000,39080000,9735000.0
2020-09-16,32830000,29310000,47150000,8920000.0
2020-09-28,33940000,31500000,48730000,8615000.0
2020-10-10,21570000,10830000,42310000,15740000.0
2020-10-22,5180000,4190000,30490000,13150000.0
2020-11-03,2150000,2150000,2150000,0.0
2020-11-15,220000,210000,230000,10000.0
2020-11-27,10000,10000,10000,0.0
2020-12-09,10000,10000,10000,0.0
2020-12-21,20000,20000,20000,0.0
2021-01-02,0,0,0,0.0
2021-01-14,0,0,0,0.0
2021-01-26,0,0,0,0.0
2021-02-07,0,0,0,0.0
2021-02-19,0,0,0,0.0
2021-03-03,0,0,0,0.0
2021-03-15,0,0,0,0.0
2021-03-27,0,0,0,0.0
2021-04-08,0,0,0,0.0
2021-04-20,150000,0,6520000,3260000.0
2021-05-02,630000,160000,5970000,2905000.0
2021-05-14,4590000,3270000,10930000,3830000.0
2021-05-26,11590000,7800000,21450000,6825000.0
2021-06-07,15160000,9370000,27430000,9030000.0
2021-06-19,29420000,26950000,37790000,5420000.0
2021-07-01,32930000,31830000,35700000,1935000.0
2021-07-13,29770000,27390000,39260000,5935000.0
2021-07-25,33080000,31240000,35420000,2090000.0
2021-08-06,35430000,33510000,37610000,2050000.0
2021-08-18,37230000,33940000,40810000,3435000.0
2021-08-30,27190000,23130000,37120000,6995000.0
2021-09-11,32690000,29750000,43120000,6685000.0
2021-09-23,23130000,12150000,48780000,18315000.0
2021-10-05,7610000,5020000,41140000,18060000.0
2021-10-17,6680000,4710000,36820000,16055000.0
2021-10-29,5170000,4320000,6790000,1235000.0
2021-11-10,2820000,2810000,2820000,5000.0
2021-11-22,20000,20000,20000,0.0
2021-12-16,20000,20000,20000,0.0
2021-12-28,50000,50000,50000,0.0
2022-01-09,0,0,0,0.0
2022-01-21,0,0,0,0.0
2022-02-02,0,0,0,0.0
2022-02-14,0,0,0,0.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,0,0.0
2022-03-22,0,0,0,0.0
2022-04-03,0,0,0,0.0
2022-04-15,0,0,0,0.0
2022-04-27,50000,40000,31240000,15600000.0
2022-05-09,380000,70000,3320000,1625000.0
2022-05-21,2620000,1550000,8710000,3580000.0
2022-06-02,13150000,10180000,26090000,7955000.0
2022-06-14,24350000,19490000,34310000,7410000.0
2022-06-26,32080000,30910000,38880000,3985000.0
2022-07-08,31320000,29500000,33340000,1920000.0
2022-07-20,32520000,30970000,34650000,1840000.0
2022-08-01,34370000,33230000,38500000,2635000.0
2022-08-13,33880000,32710000,42810000,5050000.0
2022-08-25,32040000,29980000,43090000,6555000.0
2022-09-06,33530000,29570000,49710000,10070000.0
2022-09-18,32410000,25100000,52660000,13780000.0
2022-09-30,20460000,17000000,44690000,13845000.0
2022-10-12,15770000,7540000,42180000,17320000.0
2022-10-24,11100000,6320000,35620000,14650000.0
2022-11-05,10650000,7730000,41090000,16680000.0
2022-11-17,4220000,4210000,4220000,5000.0
2022-11-29,1340000,1330000,1340000,5000.0
2022-12-11,210000,210000,210000,0.0
2022-12-23,20000,20000,20000,0.0
2023-01-04,50000,50000,50000,0.0
2023-01-16,0,0,0,0.0
2023-01-28,0,0,0,0.0
2023-02-09,0,0,0,0.0
2023-02-21,10000,10000,10000,0.0
2023-03-05,10000,10000,10000,0.0
2023-03-17,0,0,0,0.0
2023-03-29,0,0,0,0.0
2023-04-10,0,0,0,0.0
2023-04-22,170000,170000,170000,0.0
2023-05-04,20000,0,4580000,2290000.0
2023-05-16,1640000,710000,7110000,3200000.0
2023-05-28,8920000,7060000,16790000,4865000.0
2023-06-09,16790000,13420000,30770000,8675000.0
2023-06-21,28670000,25940000,39220000,6640000.0
2023-07-03,31590000,30370000,39640000,4635000.0
2023-07-15,33130000,31460000,36070000,2305000.0
2023-07-27,33510000,31990000,35220000,1615000.0
2023-08-08,33200000,31400000,35260000,1930000.0
2023-09-01,28350000,22690000,34440000,5875000.0
2023-09-13,37270000,28030000,48090000,10030000.0
2023-09-25,38130000,21930000,56270000,17170000.0
2023-10-07,19280000,12300000,52240000,19970000.0
2023-10-19,31930000,18500000,57270000,19385000.0
2023-10-31,4670000,4000000,38550000,17275000.0
2023-11-12,6750000,5210000,60480000,27635000.0
2023-11-24,620000,440000,63150000,31355000.0
2023-12-06,7940000,7720000,65530000,28905000.0
2023-12-18,50000,50000,50000,0.0
2023-12-30,0,0,0,0.0
2024-01-11,20000,20000,20000,0.0
2024-02-16,20000,20000,20000,0.0
2024-02-28,0,0,0,0.0
2024-03-11,0,0,0,0.0
2024-03-23,80000,80000,80000,0.0
2024-04-04,20000,20000,20000,0.0
2024-04-16,20000,20000,20000,0.0
2024-04-28,630000,190000,7410000,3610000.0
2024-05-10,3180000,2160000,7910000,2875000.0
2024-05-22,10190000,5420000,21440000,8010000.0
2024-06-03,13550000,8550000,24390000,7920000.0
2024-06-15,24030000,19730000,36780000,8525000.0
2024-06-27,32410000,30790000,41210000,5210000.0
2024-07-09,32660000,30570000,34980000,2205000.0
2024-07-21,33410000,31710000,35760000,2025000.0
2024-08-02,35090000,32430000,38180000,2875000.0
2024-08-14,31900000,29860000,36480000,3310000.0
2024-08-26,36500000,32440000,40760000,4160000.0
2024-09-07,33410000,29920000,48760000,9420000.0
2024-09-19,27720000,23730000,51680000,13975000.0
2024-10-01,33480000,21810000,60500000,19345000.0
2024-10-25,6050000,4620000,40690000,18035000.0
2024-11-06,24130000,22460000,64220000,20880000.0
2024-11-18,12030000,11590000,63140000,25775000.0
2024-11-30,12410000,12050000,62220000,25085000.0
2024-12-12,10000,10000,10000,0.0
2024-12-24,10000,10000,10000,0.0
